image,class,x1,y1,x2,y2
0115917e-14907a6a.jpg,car,573.981632,332.774766,587.481622,358.087251
0115917e-14907a6a.jpg,car,435.606727,337.837263,471.044202,361.462246
0115917e-14907a6a.jpg,car,315.794309,341.21226,364.731776,368.212241
0115917e-14907a6a.jpg,car,157.169418,339.524761,268.544343,400.274721
0115917e-14907a6a.jpg,car,656.669075,334.462265,681.981557,356.758049
0115917e-14907a6a.jpg,car,681.981557,334.462265,719.10653,359.774748
0115917e-14907a6a.jpg,car,729.231525,334.462265,781.543988,368.212241
0115917e-14907a6a.jpg,truck,830.481454,319.274775,869.293929,361.462246
0115917e-14907a6a.jpg,truck,589.3696763202726,310.3236797274276,641.481585,371.65247018739353
0115917e-14907a6a.jpg,car,965.481362,327.71227,1029.606319,374.962236
0115917e-14907a6a.jpg,car,943.543877,290.587295,1279.356148,547.087119
02188a44-65ad27f3.jpg,car,420.493111,301.956478,661.309642,521.5135135135135
02188a44-65ad27f3.jpg,car,1108.00559,336.893592,1278.947894,494.110601
02188a44-65ad27f3.jpg,car,874.675584,316.929527,1136.703933,457.925735
02188a44-65ad27f3.jpg,car,787.332801,328.159313,907.117189,429.227391
02188a44-65ad27f3.jpg,car,741.165901,346.875624,804.801358,415.502096
02188a44-65ad27f3.jpg,car,712.467558,353.114394,757.386704,408.015571
02188a44-65ad27f3.jpg,car,633.859054,346.875624,706.228788,416.74985
02188a44-65ad27f3.jpg,car,291.974446,374.326213,388.051508,434.5945945945946
02188a44-65ad27f3.jpg,car,119.784388,386.803753,232.082252,456.67798
02188a44-65ad27f3.jpg,car,207.127171,380.564983,291.974446,434.218407
02188a44-65ad27f3.jpg,car,274.505889,379.317229,321.920543,406.767818
02494b7b-079febf8.jpg,car,595.445835,375.023728,629.121434,393.392237
02494b7b-079febf8.jpg,car,574.015908,371.962307,592.384417,387.269398
02494b7b-079febf8.jpg,car,543.401726,373.493017,575.546617,396.453653
02494b7b-079febf8.jpg,car,491.357617,373.493017,531.156054,384.207981
029ffd50-dc944dba.jpg,car,595.564544,289.519043,610.254728,299.312498
029ffd50-dc944dba.jpg,car,571.080903,296.864134,582.098541,306.65759
029ffd50-dc944dba.jpg,car,551.493993,294.415772,564.959996,307.881774
029ffd50-dc944dba.jpg,car,539.252172,296.864134,550.269811,306.65759
029ffd50-dc944dba.jpg,car,502.526713,299.312498,519.665259,309.105955
029ffd50-dc944dba.jpg,car,478.043072,299.312498,495.181621,310.330136
029ffd50-dc944dba.jpg,car,460.904524,299.312498,475.594709,310.330136
029ffd50-dc944dba.jpg,car,624.944911,304.209228,637.186731,321.347775
029ffd50-dc944dba.jpg,car,600.461271,301.760862,632.290003,333.589594
0464a98b-860229d5.jpg,car,708.0745703459911,414.1110574236852,739.356518,428.9622
0464a98b-860229d5.jpg,car,579.044128,413.77471,590.856619,427.274701
0464a98b-860229d5.jpg,car,567.231636,418.837207,585.794123,430.649699
0464a98b-860229d5.jpg,car,540.231655,413.77471,552.044147,430.649699
0464a98b-860229d5.jpg,car,590.3906246931086,415.462209,616.169104,439.69452386996403
0464a98b-860229d5.jpg,car,546.98165,413.77471,573.981632,435.712195
0464a98b-860229d5.jpg,car,368.106773,388.462228,496.356685,493.087156
0464a98b-860229d5.jpg,car,278.669335,413.77471,349.544285,461.024677
0464a98b-860229d5.jpg,car,1242.231172,386.774729,1279.356147,452.587185
051aadb7-51aad566.jpg,car,537.609606,392.12974,555.3773656937028,406.2588436796413
051aadb7-51aad566.jpg,car,517.1095532611022,389.568474,538.890239,406.2588436796413
051aadb7-51aad566.jpg,truck,513.277585,374.200881,533.767707,390.849107
051aadb7-51aad566.jpg,car,467.174807,371.639616,517.119484,423.6973404843707
051aadb7-51aad566.jpg,bus,560.2213925839054,356.36536671055444,590.11555,419.023026
051aadb7-51aad566.jpg,truck,569.625425,274.311528,742.510844,448.47758
051aadb7-51aad566.jpg,car,335.269633,383.16531,371.127351,394.691005
051aadb7-51aad566.jpg,car,307.095714,385.726576,323.74394,394.691005
051aadb7-51aad566.jpg,truck,0,302.06480329739964,68.29960127859006,399.2308027590291
051aadb7-e953bc4d.jpg,car,335.606365,367.19828299204187,358.5758480767487,392.5375102947765
051aadb7-e953bc4d.jpg,truck,283.04647048806277,353.02336148010465,323.8369728115136,391.94871579875553
051aadb7-e953bc4d.jpg,truck,256.319365,375.4670424801047,302.0515764587391,400.1918387430486
051aadb7-e953bc4d.jpg,car,0,368.118236,49.292187,397.483792
051aadb7-e953bc4d.jpg,car,77.189463,372.313316,106.55502,397.27404
051aadb7-e953bc4d.jpg,truck,113.89641,356.03225154147856,169.57281485402893,395.805761
051aadb7-e953bc4d.jpg,car,212.271027,373.781593,232.57382592826886,387.827154326609
051aadb7-e953bc4d.jpg,car,410.488539,373.781601,442.790649,395.805767
051aadb7-e953bc4d.jpg,car,623.388826,362.035377,635.135049,422.234769
051aadb7-e953bc4d.jpg,truck,436.917539,216.675869,630.730217,487.3334241541469
051aadb7-e953bc4d.jpg,car,677.715108,381.93920936639967,708.548944,398.952071
051aadb7-e953bc4d.jpg,car,806.084555,376.718149,866.283947,414.893373
051aadb7-e953bc4d.jpg,car,851.601168,386.996094,902.990893,416.361652
051aadb7-e953bc4d.jpg,car,891.244669,384.05954,955.848894,422.234764
051aadb7-e953bc4d.jpg,car,941.166117,376.718149,1042.477289,425.17132
051aadb7-e953bc4d.jpg,car,0,393.7150992868184,7.65432844827214,438.46348098440933
05743a9b-747658e7.jpg,car,11.581816,367.871819,65.776103,381.857442
05743a9b-747658e7.jpg,car,216.121551,374.86463,252.833809,383.605642
05743a9b-747658e7.jpg,car,331.502938,381.857441,378.704414,402.835875
05743a9b-747658e7.jpg,car,261.574823,380.109238,328.006534,404.584078
05743a9b-747658e7.jpg,car,579.747742,388.850252,593.733364,401.08767
05743a9b-747658e7.jpg,car,605.970784,388.850252,621.704611,404.584078
05743a9b-747658e7.jpg,car,565.762121,387.10205,583.24415,404.584078
05743a9b-747658e7.jpg,car,544.783687,381.857441,567.510324,409.828687
05743a9b-747658e7.jpg,truck,454.9875748778691,304.31761559422495,555.9305029175713,432.95285132623485
05743a9b-747658e7.jpg,car,831.488952,401.087672,859.460197,413.325092
05743a9b-747658e7.jpg,car,789.532084,399.339469,815.755126,409.828687
05743a9b-747658e7.jpg,car,862.956606,404.584078,897.920662,411.576891
057af272-6f700aef.jpg,car,660.061889,300.958272,671.291675,310.940306
057af272-6f700aef.jpg,car,842.23398,302.206025,874.675584,328.408862
057af272-6f700aef.jpg,car,394.290279,302.206025,406.76782,312.18806
057af272-6f700aef.jpg,car,371.830706,298.462762,396.785787,312.188058
057af272-6f700aef.jpg,car,603.912958,304.701533,616.390498,317.179074
057af272-6f700aef.jpg,car,646.336594,298.462762,662.557396,312.188058
057af272-6f700aef.jpg,car,626.372529,303.453779,646.336594,317.179074
057af272-6f700aef.jpg,car,578.957875,302.206025,608.903972,328.408862
057af272-6f700aef.jpg,car,401.776803,297.215008,456.677981,337.143139
05d62296-30c620d5.jpg,car,98.796676,294.394137,192.603621,349.281178
05d62296-30c620d5.jpg,car,571.823187,308.365384,616.730767,345.289393
05d62296-30c620d5.jpg,car,614.734876,306.369493,635.691746,334.311986
05d62296-30c620d5.jpg,car,30.936333,301.37976,169.650859,364.250374
05d62296-30c620d5.jpg,car,244.496825,297.387977,442.090178,423.129201
05d62296-30c620d5.jpg,car,489.991596,302.377707,571.823187,366.246264
05d62296-30c620d5.jpg,car,616.730767,286.410566,755.445292,405.166167
05e5a68e-f0e05a42.jpg,car,586.542895,347.78426,595.524411,354.769885
05e5a68e-f0e05a42.jpg,car,662.386809,358.761668,689.925540138415,373.1017347009247
05e5a68e-f0e05a42.jpg,car,356.017316,357.763722,395.935163,380.716484
05e5a68e-f0e05a42.jpg,truck,278.177511,353.771937,373.980346,415.644604
05e5a68e-f0e05a42.jpg,car,233.269931,364.749346,268.198048,378.720594
05e5a68e-f0e05a42.jpg,car,61.550411,354.603561,278.104743,468.369432
05e5a68e-f0e05a42.jpg,car,580.482449,368.574809,726.182599,490.32425
05e5a68e-f0e05a42.jpg,car,723.18876,362.587132,743.147683,376.558379
05e5a68e-f0e05a42.jpg,car,732.170275,368.574809,806.018294,422.463905
05e5a68e-f0e05a42.jpg,car,808.014189,355.601508,848.9329843071495,375.7816354453416
05e5a68e-f0e05a42.jpg,car,903.817028,360.591238,923.775952,379.552218
05e5a68e-f0e05a42.jpg,car,933.755413,357.5974,972.675315,386.537839
05e5a68e-f0e05a42.jpg,car,908.806758,362.587132,963.6938,394.521411
05e5a68e-f0e05a42.jpg,car,973.673262,357.5974,1015.587004,382.546052
05e5a68e-f0e05a42.jpg,car,976.667102,362.587132,1020.576736,394.521411
05e5a68e-f0e05a42.jpg,car,1026.231765,347.950587,1082.116751,362.91978
05e5a68e-f0e05a42.jpg,car,1016.252303,360.923886,1066.149616,389.864324
05e5a68e-f0e05a42.jpg,car,1054.17426,353.938264,1108.8833565155862,382.92803743045323
05e5a68e-f0e05a42.jpg,truck,1118.042818,349.946477,1207.857978,379.884866
05e5a68e-f0e05a42.jpg,car,1215.1860860441222,356.1290299862845,1238.4118924957352,372.20843445278575
05e5a68e-f0e05a42.jpg,car,0,547.872477,31.934279,700.55825
05e5a68e-f0e05a42.jpg,car,28.992142,390.0744394155649,71.7617684262562,434.882124
05e5a68e-f0e05a42.jpg,car,0,350.957504,64.087892,390.630961
05e5a68e-f0e05a42.jpg,car,452.3076741334522,363.2754319713962,479.106681577621,377.5682359416195
05e5a68e-f0e05a42.jpg,car,469.2803788480924,361.4888314751183,498.759287036678,393.6476404081207
05e5a68e-f0e05a42.jpg,car,480.8932820738989,365.0620324676741,552.3573019250155,415.98014661159465
05e5a68e-f0e05a42.jpg,car,538.0644979547922,365.0620324676741,580.9429098654622,402.58064288951033
05e5a68e-f0e05a42.jpg,car,572.9032076322115,362.3821317232572,601.4888155726582,387.39453867114804
05e5a68e-f0e05a42.jpg,car,594.3424135875465,358.8089307307014,614.8883192947426,373.1017347009247
05e5a68e-f0e05a42.jpg,car,344.21834410863835,365.0620324676741,494.29278579598326,455.2853575297088
05e5a68e-f0e05a42.jpg,car,609.5285178059088,352.55582899372865,665.8064334386631,373.1017347009247
05fa6494-8f436d04.jpg,car,241.312334,278.099808,548.437123,487.349664
05fa6494-8f436d04.jpg,car,551.812121,291.599805,624.374571,369.224751
05fa6494-8f436d04.jpg,car,644.624557,332.099778,742.49949,416.47472
05fa6494-8f436d04.jpg,car,737.436993,335.474774,782.999461,372.599749
05fa6494-8f436d04.jpg,car,331.9116254064156,188.97212052942834,439.65694682675814,262.89956734338597
05fa6494-8f436d04.jpg,car,232.03092598755794,229.499842,323.999777,291.937299
05fa6494-8f436d04.jpg,car,789.749457,334.124757,819.5181894984768,357.2750313612043
05fa6494-8f436d04.jpg,car,681.749532,308.812274,718.8510278794706,335.812255
05fa6494-8f436d04.jpg,car,627.749568,312.187272,664.874543,350.999744
05fa6494-8f436d04.jpg,car,425.5086666892835,216.77419127660707,479.106681577621,261.439203683555
05fa6494-8f436d04.jpg,car,471.9602795925093,233.74689599124727,494.29278579598326,284.6650101351679
05fa6494-8f436d04.jpg,car,496.9726865404001,248.93300020960956,523.7716939845689,273.94540715750037
060039d9-5218402b.jpg,car,616.415326,282.87840963888993,632.7543242575217,297.028587
060039d9-5218402b.jpg,car,367.943812,275.507275,392.404738,290.95628
060039d9-5218402b.jpg,car,334.470966,275.507275,375.668315,297.393364
060039d9-5218402b.jpg,car,274.4998847955762,262.89956734338597,308.31775940196104,304.58206395125575
064aa0d6-f75ff4d5.jpg,car,291.2575,384.397842,328.110556,401.288826
064aa0d6-f75ff4d5.jpg,car,245.19118,375.36366196461944,293.3749775991398,396.682192
064aa0d6-f75ff4d5.jpg,car,152.59824377256086,366.7125777629861,246.726724,408.966544
064aa0d6-f75ff4d5.jpg,car,318.897292,369.042401,457.096254,458.103952
064aa0d6-f75ff4d5.jpg,car,575.333141,378.255666,587.617493,390.540017
064aa0d6-f75ff4d5.jpg,car,583.010861,387.468929,595.295212,395.146648
064aa0d6-f75ff4d5.jpg,car,598.366301,375.184577,635.219357,402.824369
064aa0d6-f75ff4d5.jpg,car,636.754902,381.326753,665.93024,401.288824
064aa0d6-f75ff4d5.jpg,car,660.187509,331.123692,732.282871,407.431002
064aa0d6-f75ff4d5.jpg,car,767.276141,384.397842,801.05811,412.037634
064aa0d6-f75ff4d5.jpg,car,711.996557,379.791209,767.276142,419.715355
064aa0d6-f75ff4d5.jpg,car,856.337693,373.004275364174,945.399245,430.464163
064aa0d6-f75ff4d5.jpg,car,788.773758,375.184577,887.048574,436.606339
064aa0d6-f75ff4d5.jpg,car,1218.726079,379.791209,1280,474.994938
064aa0d6-f75ff4d5.jpg,car,976.110128,365.971312,1264.792399,507.241361
07de5062-ddddcbd7.jpg,car,619.5441,324.337272,631.356591,337.837264
07de5062-ddddcbd7.jpg,car,626.294096,332.774766,639.794087,346.274758
07de5062-ddddcbd7.jpg,car,568.919135,326.024771,616.1080255928712,360.6799115455467
07de5062-ddddcbd7.jpg,car,715.731534,320.962274,823.73146,405.337216
07de5062-ddddcbd7.jpg,truck,627.981594,266.962311,707.29404,361.462246
07de5062-ddddcbd7.jpg,car,1127.481251,297.33729,1279.356147,469.462171
07de5062-ddddcbd7.jpg,truck,493.1003468720723,296.50199221295594,521.9804105717382,317.8946319904862
07de5062-ddddcbd7.jpg,truck,448.1758033392587,296.363429,474.799437,317.8946319904862
07de5062-ddddcbd7.jpg,truck,335.758382,295.076012,388.542486,327.261441
07de5062-ddddcbd7.jpg,car,38.365016,308.09588151019864,85.56444963124166,332.04115727524
07de5062-ddddcbd7.jpg,car,0,298.641256190709,34.2282236440484,330.73021585700434
088351d1-30833ddc.jpg,car,76.535453,336.755998,237.259908,384.207981
088351d1-30833ddc.jpg,car,0,335.22529,105.618926,384.207981
088351d1-30833ddc.jpg,car,205.115017,338.286707,257.159126,376.554435
088351d1-30833ddc.jpg,car,234.19849,336.755998,301.54969,376.554435
088351d1-30833ddc.jpg,car,251.03629,341.348127,394.922944,376.554435
088351d1-30833ddc.jpg,car,373.799153,347.470962,404.413335,370.431598
088351d1-30833ddc.jpg,car,393.698372,339.817418,467.172407,368.900891
088351d1-30833ddc.jpg,car,464.11099,353.593799,488.602334,370.4316
088351d1-30833ddc.jpg,car,480.94879,355.124508,508.501554,370.431598
088351d1-30833ddc.jpg,car,503.909426,355.124508,525.339355,370.431598
088351d1-30833ddc.jpg,car,520.747227,355.124508,537.585027,368.900889
088351d1-30833ddc.jpg,car,534.523608,358.185925,545.238571,370.431598
088351d1-30833ddc.jpg,car,555.953535,356.655217,575.852753,379.615852
088351d1-30833ddc.jpg,car,649.632927,362.778054,672.593562,384.207983
088351d1-30833ddc.jpg,car,660.34789,362.778054,707.799872,401.045781
088351d1-30833ddc.jpg,car,746.0676,364.308762,772.089653,394.922944
088351d1-30833ddc.jpg,car,902.608155,347.981215,1002.104248,419.924542
088351d1-30833ddc.jpg,car,780.355519,366.45177,840.053172,401.658078
088351d1-30833ddc.jpg,car,706.881484,363.390352,755.864175,397.065951
088351d1-30833ddc.jpg,car,555.341284,354.206095,668.613758,447.579351
088351d1-30833ddc.jpg,car,884.960319,341.041989,1278.352554,570.648352
08a49c01-675d3899.jpg,car,572.0205204055288,460.69538681105763,580.8539981801109,467.0058250979153
08a49c01-675d3899.jpg,car,558.1760261889425,460.4529190276441,567.0117819589584,467.0058250979153
08a49c01-675d3899.jpg,car,510.89620381105766,462.66812862211526,522.0245792402129,469.428212936617
08a49c01-675d3899.jpg,car,476.5615865944712,464.29481702764406,490.87959274261976,473.2348223974339
08a49c01-675d3899.jpg,truck,451.7799205668271,463.36023943317286,472.27004256682716,474.88593443317285
08a49c01-675d3899.jpg,car,383.421453,461.283907,412.876004,481.774031
08a49c01-675d3899.jpg,car,301.460948,470.248336,332.196133,488.177195
08a49c01-675d3899.jpg,car,642.073976460817,459.1722860276441,650.0650792858733,466.3137142868577
08a49c01-675d3899.jpg,car,605.6630268110576,455.5728548110576,620.6503698159243,472.19665618084747
08a49c01-675d3899.jpg,car,615.215978,454.880744,644.67053,483.054666
08a49c01-675d3899.jpg,car,652.354327,451.6273671889424,681.808881,477.38748726377963
08a49c01-675d3899.jpg,car,640.1365211889423,460.003276,680.1718995668799,491.92181429598975
08a49c01-675d3899.jpg,car,640.3755279310666,457.66232914863735,646.2584698250564,467.0058250979153
08d4285a-4a25b9b6.jpg,car,221.804018,345.305547,265.902331,360.004985
08d4285a-4a25b9b6.jpg,car,163.92498,344.386833,218.129155,360.923701
08d4285a-4a25b9b6.jpg,car,812.2923071221462,378.07875770738207,828.2759372569036,388.4578690801497
08d4285a-4a25b9b6.jpg,car,797.969495,378.510539,813.587647,387.697688
08d4285a-4a25b9b6.jpg,car,782.351342,378.510539,802.563067,397.803551
08d4285a-4a25b9b6.jpg,car,741.927888,377.591823,786.026201,406.990698
08d4285a-4a25b9b6.jpg,car,477.862986,350.949092,588.10877,432.714715
09ac21d6-eefa8ed0.jpg,car,612.455448,365.366939,685.366811,433.417544
0a0a0b1a-7c39d841.jpg,car,555.647397,304.228432,574.015906,316.474104
0a0a0b1a-7c39d841.jpg,car,554.116689,318.004813,567.89307,328.719775
0a0a0b1a-7c39d841.jpg,car,523.502507,311.881977,544.932435,327.189068
0a0a0b1a-7c39d841.jpg,car,492.888326,311.881977,526.563926,337.904031
0a0a0b1a-7c39d841.jpg,truck,393.392235,302.697723,453.089891,347.088286
0a0a0b1a-7c39d841.jpg,car,169.143354,301.167013,265.578024,359.333958
0a0a0b1a-7c39d841.jpg,car,561.00488,281.267794,677.33877,386.886721
0af6039a-f3c91319.jpg,car,540.340308,361.247345,584.730871,397.984362
0af6039a-f3c91319.jpg,car,848.012832,345.940253,875.565596,367.370181
0af6039a-f3c91319.jpg,car,930.671125,336.755999,950.570341,352.06309
0af6039a-f3c91319.jpg,car,958.223887,344.409543,991.899488,373.493016
0af6039a-f3c91319.jpg,car,907.404374,364.308761,964.346724,404.107198
0af6039a-f3c91319.jpg,car,1133.949319,333.69458,1150.787119,342.878835
0af6039a-f3c91319.jpg,car,1107.927264,338.286709,1129.357191,350.532381
0af6039a-f3c91319.jpg,car,1178.339882,349.001672,1198.239099,382.677271
0af6039a-f3c91319.jpg,car,1091.089464,339.817417,1110.988682,350.532381
0af6039a-f3c91319.jpg,car,1069.659536,342.878835,1091.089463,350.532381
0af6039a-f3c91319.jpg,car,1048.22961,342.878835,1071.190246,350.532381
0af6039a-f3c91319.jpg,car,1152.317827,335.22529,1172.217045,342.878835
0af6039a-f3c91319.jpg,car,256.721783,295.208182,558.271473,550.8366
0af6039a-f3c91319.jpg,car,0,150.009491,235.291855,425.53712600000006
0af6039a-f3c91319.jpg,car,832.11215,373.314495,875.163703,413.396975
0af6039a-f3c91319.jpg,car,743.03997,373.314495,786.091524,400.036148
0b2f5d0d-8fddc1fc.jpg,car,608.155332,346.875624,621.880628,359.353162
0b2f5d0d-8fddc1fc.jpg,car,600.668808,339.3891,611.898595,354.362147
0b2f5d0d-8fddc1fc.jpg,car,583.200251,346.875624,606.907578,366.839688
0b2f5d0d-8fddc1fc.jpg,car,534.537843,314.434019,589.439022,371.830702
0b2f5d0d-8fddc1fc.jpg,car,523.308057,348.123378,566.979448,386.803753
0b2f5d0d-8fddc1fc.jpg,car,525.803565,330.654821,564.483938,358.105411
0b2f5d0d-8fddc1fc.jpg,car,607.34428,343.756239,656.006689,378.693352
0b2f5d0d-8fddc1fc.jpg,truck,130.546249,175.398566,533.570802,486.0893219999999
0b2f5d0d-8fddc1fc.jpg,car,179.208655,349.905877,244.091866,366.126678
0b2f5d0d-8fddc1fc.jpg,car,106.838922,364.878925,150.510315,391.081761
0b2f5d0d-8fddc1fc.jpg,car,0,366.483188,159.244589,478.781051
0b4225f9-bfb10f88.jpg,car,0.718658,432.998044,120.19737,467.13482
0b4225f9-bfb10f88.jpg,car,272.914524,429.4047,327.713032,459.94813
0b4225f9-bfb10f88.jpg,car,326.814696,438.388061,348.374765,458.151458
0b4225f9-bfb10f88.jpg,car,345.679756,443.778079,373.528177,458.151458
0b4225f9-bfb10f88.jpg,car,385.206548,444.676415,404.071608,458.151458
0b4225f9-bfb10f88.jpg,car,370.833169,443.778079,384.308212,460.846466
0b4225f9-bfb10f88.jpg,car,463.361797,441.981406,484.023529,454.558113
0b4225f9-bfb10f88.jpg,car,554.093752,445.574751,563.077114,459.049794
0b4225f9-bfb10f88.jpg,car,567.568795,448.26976,575.65382,458.151458
0b4225f9-bfb10f88.jpg,car,568.467131,445.574751,586.433855,465.338147
0b4225f9-bfb10f88.jpg,car,575.653821,450.964768,614.282277,479.711525
0b4225f9-bfb10f88.jpg,car,493.006891,442.879742,561.280442,496.779914
0b4225f9-bfb10f88.jpg,truck,607.993923,376.043532,727.472637,513.488969
0b4225f9-bfb10f88.jpg,car,194.759275,429.943703,238.777749,459.588798
0b4225f9-bfb10f88.jpg,car,1216.706539,474.860513,1265.216694,502.708935
0b4225f9-bfb10f88.jpg,car,1169.993057,473.962177,1214.011531,498.217254
0b4225f9-bfb10f88.jpg,car,1090.939472,473.962177,1125.974583,491.030563
0b4225f9-bfb10f88.jpg,car,1047.819335,467.673823,1078.362766,489.233892
0ba08fe3-880ae118.jpg,car,140.399989,308.879975,371.51997,467.639965
0ba08fe3-880ae118.jpg,car,800.742812,260.279979,1078.30279,444.959964
0ba08fe3-880ae118.jpg,truck,442.259964,301.319977,513.539958,356.39997
0ba08fe3-880ae118.jpg,truck,642.599949,295.379975,710.639942,350.459972
0ba08fe3-880ae118.jpg,car,556.199956,306.179976,603.719952,347.21997
0ba08fe3-880ae118.jpg,car,0,275.939978,157.679987,396.899969
0ba08fe3-880ae118.jpg,car,504.359961,311.309975,523.799959,327.509974
0ba08fe3-880ae118.jpg,car,536.759958,309.149975,555.119957,327.509974
0ba08fe3-880ae118.jpg,car,604.799952,312.389975,626.39995,328.589975
0ba08fe3-880ae118.jpg,car,425.519966,314.549975,448.199964,336.149972
0ba08fe3-880ae118.jpg,car,359.639971,317.519974,380.159972,328.319974
0ba08fe3-880ae118.jpg,car,380.159969,316.439976,396.359966,326.159975
0ba08fe3-880ae118.jpg,car,410.399967,318.059975,425.519966,324.719979
0ba08fe3-880ae118.jpg,car,556.199956,305.099976,566.999956,318.059975
0c2f33b9-f94d69b5.jpg,car,944.84174,322.535538,1168.895935,422.263904
0c2f33b9-f94d69b5.jpg,truck,933.858692,247.633429,1278.060797,413.694842
0c2f33b9-f94d69b5.jpg,car,0.299547,298.155451,58.509706,348.677477
0c2f33b9-f94d69b5.jpg,truck,205.383012,277.287658,297.940169,314.630026
0c2f33b9-f94d69b5.jpg,car,258.401193,299.253757,304.529997,324.514768
0c2f33b9-f94d69b5.jpg,car,313.316437,287.755878,361.708417,312.433415
0c2f33b9-f94d69b5.jpg,car,327.5944,292.149097,369.329986,319.023246
0c2f33b9-f94d69b5.jpg,car,366.035071,290.467318,388.001169,305.843584
0c2f33b9-f94d69b5.jpg,car,453.899461,286.074098,467.07912,295.958842
0c2f33b9-f94d69b5.jpg,car,468.177423,284.975794,480.258777,297.057147
0c2f33b9-f94d69b5.jpg,car,482.455388,286.074098,495.635046,294.860537
0c2f33b9-f94d69b5.jpg,car,545.058765,287.172403,570.319778,299.253757
0c2f33b9-f94d69b5.jpg,car,590.089266,290.467318,613.153667,310.236804
0c2f33b9-f94d69b5.jpg,car,642.8079,290.467318,655.987558,312.433415
0c2f33b9-f94d69b5.jpg,car,683.44518,294.860537,710.902802,312.433415
0c2f33b9-f94d69b5.jpg,car,712.001107,295.958842,760.326521,336.596123
