[INFO] Loading model: yolov8n_finetuned.pt ...
[baseline] 300 clean images (scored against real GT)
  [0049e5b8-725e21a0.jpg] found 7 vehicles (cars=7, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=5.0607s
  [07de5062-ddddcbd7.jpg] found 6 vehicles (cars=5, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.1061s
  [088351d1-30833ddc.jpg] found 16 vehicles (cars=16, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0831s
  [08a49c01-675d3899.jpg] found 4 vehicles (cars=4, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0829s
  [08d4285a-4a25b9b6.jpg] found 3 vehicles (cars=3, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0726s
  [09ac21d6-eefa8ed0.jpg] found 1 vehicles (cars=1, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0636s
  [0a0a0b1a-7c39d841.jpg] found 5 vehicles (cars=4, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0645s
  [0af6039a-f3c91319.jpg] found 6 vehicles (cars=6, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0673s
  [0b2f5d0d-8fddc1fc.jpg] found 6 vehicles (cars=6, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0674s
  [0b4225f9-bfb10f88.jpg] found 9 vehicles (cars=8, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0633s
  [0ba08fe3-880ae118.jpg] found 10 vehicles (cars=10, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0689s
  [0c2f33b9-f94d69b5.jpg] found 12 vehicles (cars=12, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0775s
  [0c984e6d-2b5d7ee4.jpg] found 7 vehicles (cars=7, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1299s
  [0cb67a01-7cf1687e.jpg] found 2 vehicles (cars=2, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0748s
  [0cc6f3e8-b4c9e348.jpg] found 9 vehicles (cars=9, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0662s
  [0cf398b3-ce65ab64.jpg] found 2 vehicles (cars=2, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.073s
  [0d3ec56a-f4cead6f.jpg] found 2 vehicles (cars=2, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0633s
  [0d61234a-542010b2.jpg] found 5 vehicles (cars=5, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.063s
  [0e442b65-b17e0b50.jpg] found 7 vehicles (cars=7, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0661s
  [0e5c7e92-0d9c60f0.jpg] found 2 vehicles (cars=2, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1008s
  [0f837def-9646c091.jpg] found 13 vehicles (cars=13, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.067s
  [0fba84f9-73b520ee.jpg] found 10 vehicles (cars=9, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0633s
  [101a0964-930eae70.jpg] found 5 vehicles (cars=5, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0653s
  [10389fe8-433c740c.jpg] found 3 vehicles (cars=3, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1038s
  [10453a95-40759ac3.jpg] found 4 vehicles (cars=4, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1173s
  [1072195f-0a161ade.jpg] found 6 vehicles (cars=6, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0854s
  [1072195f-6cf88b25.jpg] found 11 vehicles (cars=11, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0715s
  [11513e3d-150058c3.jpg] found 11 vehicles (cars=9, trucks=2, buses=0, motorcycles=0, bicycles=0) | time=0.079s
  [1189ae68-1a8ad3c6.jpg] found 15 vehicles (cars=15, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0732s
  [12076ebb-c07285d7.jpg] found 8 vehicles (cars=8, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0818s
  [125134e5-7dfc45b9.jpg] found 7 vehicles (cars=7, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0842s
  [12ae9ab8-794f5adc.jpg] found 6 vehicles (cars=6, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1135s
  [13f61134-50021e53.jpg] found 8 vehicles (cars=8, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0786s
  [14eace5a-ddf3b303.jpg] found 5 vehicles (cars=5, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0905s
  [1608cfe7-32da2c5d.jpg] found 4 vehicles (cars=4, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0741s
  [162995f1-d2c7d259.jpg] found 7 vehicles (cars=7, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0748s
  [16b0973f-c07b564a.jpg] found 4 vehicles (cars=4, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0878s
  [1784d67b-6b223914.jpg] found 16 vehicles (cars=16, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0784s
  [1784d67b-d76145ce.jpg] found 8 vehicles (cars=8, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1087s
  [188c58f3-792afc71.jpg] found 4 vehicles (cars=3, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.1361s
  [193f7f3b-84bc7998.jpg] found 10 vehicles (cars=10, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.162s
  [194058b0-ac0616a6.jpg] found 11 vehicles (cars=10, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.2135s
  [19e56249-09c4bbc6.jpg] found 7 vehicles (cars=7, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.175s
  [1a71faae-d5f255fd.jpg] found 1 vehicles (cars=1, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1424s
  [1a8992a7-da5a8510.jpg] found 10 vehicles (cars=9, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.135s
  [1ac0178c-0b259360.jpg] found 3 vehicles (cars=3, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1536s
  [1b30f76f-95aa8a06.jpg] found 7 vehicles (cars=7, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1559s
  [1bda5a26-420ceea6.jpg] found 7 vehicles (cars=6, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.2461s
  [1bf7f3d2-15f95138.jpg] found 10 vehicles (cars=10, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.3578s
  [1c227a12-10e5552c.jpg] found 10 vehicles (cars=10, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.3177s
  [1c227a12-ec67af93.jpg] found 10 vehicles (cars=10, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.2378s
  [1c5e9657-2e2a2863.jpg] found 3 vehicles (cars=1, trucks=2, buses=0, motorcycles=0, bicycles=0) | time=0.1414s
  [1cb2a89b-4594573e.jpg] found 3 vehicles (cars=3, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1153s
  [1cf54809-c6daa5a9.jpg] found 6 vehicles (cars=6, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1227s
  [1d5e05f8-5020f67d.jpg] found 11 vehicles (cars=11, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1245s
  [1e57ae90-806bc767.jpg] found 6 vehicles (cars=6, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1071s
  [1f959fdd-6ff63d34.jpg] found 13 vehicles (cars=13, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1202s
  [1fa65acf-d43367bc.jpg] found 10 vehicles (cars=10, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1044s
  [20cfadfa-47711496.jpg] found 6 vehicles (cars=5, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.1007s
  [20cfadfa-6f87fdc1.jpg] found 13 vehicles (cars=12, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0917s
  [225a1858-0e3a4b04.jpg] found 11 vehicles (cars=11, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0947s
  [22be2f14-59fbdca0.jpg] found 3 vehicles (cars=3, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1001s
  [23333f35-0cbc3f0f.jpg] found 5 vehicles (cars=5, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0937s
  [23df146f-64b50e4c.jpg] found 7 vehicles (cars=7, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.086s
  [24392d7c-998011c2.jpg] found 2 vehicles (cars=2, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0816s
  [250e7595-b14da270.jpg] found 3 vehicles (cars=3, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1044s
  [26190b83-39ccb412.jpg] found 11 vehicles (cars=11, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0873s
  [272d52f6-8aac36b3.jpg] found 7 vehicles (cars=7, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0811s
  [2752681a-e813599a.jpg] found 4 vehicles (cars=4, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1374s
  [27645526-f038b033.jpg] found 9 vehicles (cars=8, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.2105s
  [2773af6f-23e23a6b.jpg] found 9 vehicles (cars=9, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0841s
  [28faf684-03ef4c6e.jpg] found 4 vehicles (cars=4, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0868s
  [292720ee-d847ee69.jpg] found 5 vehicles (cars=5, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0869s
  [2b54fe2d-c5b810e6.jpg] found 6 vehicles (cars=5, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0822s
  [2b605c48-8dfe352b.jpg] found 5 vehicles (cars=5, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0961s
  [2beccce2-354608e2.jpg] found 7 vehicles (cars=7, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0898s
  [2c87e51d-aa7a8031.jpg] found 8 vehicles (cars=8, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1139s
  [2ce0b449-e818dc97.jpg] found 4 vehicles (cars=4, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1804s
  [2cf976a2-479cd46b.jpg] found 8 vehicles (cars=7, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0939s
  [2e2fae77-b7497ca0.jpg] found 8 vehicles (cars=8, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0853s
  [2ead8042-2493c03f.jpg] found 6 vehicles (cars=6, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.087s
  [2f1864c1-1a17d11c.jpg] found 14 vehicles (cars=14, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0798s
  [2f879dc0-b09e4824.jpg] found 2 vehicles (cars=2, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0823s
  [2fc9ad1e-ee4c9e43.jpg] found 11 vehicles (cars=11, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1109s
  [3050b249-0ffbd6ec.jpg] found 6 vehicles (cars=6, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0917s
  [314cc010-3eab5c90.jpg] found 7 vehicles (cars=7, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1249s
  [31765c6b-90b0d612.jpg] found 12 vehicles (cars=12, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1491s
  [31cf6eba-5c84c636.jpg] found 6 vehicles (cars=5, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.1321s
  [32de2244-122f1783.jpg] found 3 vehicles (cars=3, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1054s
  [33420085-32996107.jpg] found 8 vehicles (cars=8, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1156s
  [3430a5e6-00ec38d2.jpg] found 3 vehicles (cars=3, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.2237s
  [35eb46d0-8f7e28a0.jpg] found 6 vehicles (cars=5, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.3079s
  [3735fc3d-69d8b80c.jpg] found 9 vehicles (cars=9, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1774s
  [3740cd4f-ff1d423d.jpg] found 3 vehicles (cars=3, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1543s
  [375abba2-9f2ed56c.jpg] found 18 vehicles (cars=18, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1864s
  [37723e55-31730cf5.jpg] found 7 vehicles (cars=7, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1148s
  [380a3f8e-ba4f0def.jpg] found 1 vehicles (cars=1, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.096s
  [385b0f61-1aee12ef.jpg] found 11 vehicles (cars=11, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0895s
  [3865fea7-b4fe472d.jpg] found 5 vehicles (cars=5, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.091s
  [38e561dd-8ea8ae2d.jpg] found 4 vehicles (cars=4, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0952s
  [38ed8d8d-93c48de2.jpg] found 5 vehicles (cars=4, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0861s
  [38ed8d8d-b1c230ef.jpg] found 9 vehicles (cars=9, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0794s
  [38ed8d8d-fa50400c.jpg] found 3 vehicles (cars=2, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0961s
  [3900ad8c-8834019f.jpg] found 3 vehicles (cars=2, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0753s
  [39ddb110-04604b9c.jpg] found 5 vehicles (cars=5, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0761s
  [39fc6d1c-6155351d.jpg] found 12 vehicles (cars=12, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.101s
  [3a278d39-b92df256.jpg] found 7 vehicles (cars=6, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0838s
  [3a3407a2-df8ea956.jpg] found 20 vehicles (cars=20, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0789s
  [3ad0c4a7-2a3d544e.jpg] found 4 vehicles (cars=4, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0883s
  [3b1e1bc1-ee64e36e.jpg] found 14 vehicles (cars=14, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0933s
  [3b44ef5a-c09e8479.jpg] found 4 vehicles (cars=4, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0899s
  [3b563c5e-0102edaf.jpg] found 13 vehicles (cars=13, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0867s
  [3b9716a6-d2566395.jpg] found 4 vehicles (cars=4, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0883s
  [3c0bbdc2-79baffce.jpg] found 16 vehicles (cars=16, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0933s
  [3c5752b6-9c0bdf98.jpg] found 9 vehicles (cars=9, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0997s
  [3c95ae26-68abac3f.jpg] found 3 vehicles (cars=3, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0909s
  [3e0f1745-a95a63ad.jpg] found 2 vehicles (cars=2, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0881s
  [3f4eb6a6-9eee52f9.jpg] found 5 vehicles (cars=5, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0838s
  [3f85a987-1ef4053b.jpg] found 4 vehicles (cars=4, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0807s
  [3fe1feaa-10126fec.jpg] found 6 vehicles (cars=4, trucks=1, buses=1, motorcycles=0, bicycles=0) | time=0.0873s
  [3ffdaa26-b394f6f8.jpg] found 7 vehicles (cars=7, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0797s
  [4027c10d-41d54e9b.jpg] found 6 vehicles (cars=6, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.083s
  [428e99ea-4166e549.jpg] found 7 vehicles (cars=6, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0814s
  [42e0dd11-74b81997.jpg] found 5 vehicles (cars=5, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0801s
  [430395d1-931c959e.jpg] found 13 vehicles (cars=13, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0756s
  [43126e0d-495d04a5.jpg] found 2 vehicles (cars=2, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0768s
  [43126e0d-cce96832.jpg] found 14 vehicles (cars=14, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0864s
  [432f9e20-83a0d96c.jpg] found 3 vehicles (cars=3, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0852s
  [43c7ed5c-b0690325.jpg] found 2 vehicles (cars=2, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0781s
  [44cc16d9-d2e06fd6.jpg] found 8 vehicles (cars=8, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0783s
  [45bafa98-1ee18a2f.jpg] found 4 vehicles (cars=4, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0832s
  [46d048a1-8f7f385c.jpg] found 4 vehicles (cars=4, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0793s
  [46f76df9-8bf77914.jpg] found 7 vehicles (cars=5, trucks=2, buses=0, motorcycles=0, bicycles=0) | time=0.0827s
  [480263a0-5aad7ae9.jpg] found 18 vehicles (cars=18, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0788s
  [488480d6-b94cf415.jpg] found 10 vehicles (cars=9, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0783s
  [48ed707e-5062e4c3.jpg] found 6 vehicles (cars=6, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0976s
  [4a289ff2-7da7feb6.jpg] found 11 vehicles (cars=10, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.1072s
  [4a31f3e3-ac7ed780.jpg] found 1 vehicles (cars=1, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1043s
  [4b2e1dde-65b54419.jpg] found 20 vehicles (cars=20, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1144s
  [4d4a590b-4332c5ab.jpg] found 4 vehicles (cars=3, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.1012s
  [5069db50-52f5af30.jpg] found 3 vehicles (cars=3, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0986s
  [50866f46-30d1f303.jpg] found 8 vehicles (cars=8, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0915s
  [50b115d6-4b08a666.jpg] found 15 vehicles (cars=14, trucks=0, buses=1, motorcycles=0, bicycles=0) | time=0.2442s
  [50b2e757-6c7d0f63.jpg] found 3 vehicles (cars=3, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1434s
  [50d0fd05-8db58ebd.jpg] found 7 vehicles (cars=7, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0968s
  [510671e9-603795e0.jpg] found 3 vehicles (cars=3, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0903s
  [514a6d58-0790e0cd.jpg] found 2 vehicles (cars=2, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0988s
  [5150bb50-300d52ce.jpg] found 18 vehicles (cars=18, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0857s
  [52799e9e-8c8673f3.jpg] found 8 vehicles (cars=8, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1077s
  [52bda346-fd8ac6e7.jpg] found 7 vehicles (cars=7, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0884s
  [534418ba-ee05398f.jpg] found 14 vehicles (cars=14, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1238s
  [54360b72-e00a3f70.jpg] found 5 vehicles (cars=5, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.1259s
  [554d7cd5-a32486dd.jpg] found 1 vehicles (cars=1, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0895s
  [559fed19-7893646f.jpg] found 7 vehicles (cars=6, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0862s
  [57165857-e4d4a47f.jpg] found 4 vehicles (cars=4, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0766s
  [5795bfe7-a599384a.jpg] found 10 vehicles (cars=9, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0821s
  [57ac74e2-e86131f1.jpg] found 13 vehicles (cars=13, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.077s
  [57b495f2-6da6b1e5.jpg] found 7 vehicles (cars=7, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0722s
  [585443c8-2621a6b1.jpg] found 11 vehicles (cars=11, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0791s
  [5877b384-2545daf4.jpg] found 16 vehicles (cars=16, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0717s
  [587bb1bf-1aa00fe5.jpg] found 9 vehicles (cars=8, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0708s
  [5995c288-2d152172.jpg] found 10 vehicles (cars=9, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0693s
  [59cde7c7-344bffb1.jpg] found 10 vehicles (cars=10, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0696s
  [5a8f9b5d-1fdfd2d4.jpg] found 16 vehicles (cars=16, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0683s
  [5ae83f9c-da990b49.jpg] found 7 vehicles (cars=7, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0711s
  [5b2b4881-67a6cb87.jpg] found 9 vehicles (cars=8, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0676s
  [5b2fd56a-37759b05.jpg] found 9 vehicles (cars=8, trucks=0, buses=1, motorcycles=0, bicycles=0) | time=0.0705s
  [5b4b0b07-2fb56b82.jpg] found 15 vehicles (cars=15, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0722s
  [5bc44a50-c371c4d0.jpg] found 6 vehicles (cars=6, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.075s
  [5c4004b7-bf3b7941.jpg] found 8 vehicles (cars=8, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.076s
  [5c534f5f-a76c7f4b.jpg] found 12 vehicles (cars=12, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0726s
  [5c5dc708-35460444.jpg] found 9 vehicles (cars=9, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0717s
  [5da6c6b6-76c54605.jpg] found 8 vehicles (cars=8, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0715s
  [5dc5141c-5890b5b1.jpg] found 6 vehicles (cars=6, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.074s
  [5dd831da-bd00cf03.jpg] found 8 vehicles (cars=8, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0866s
  [5dfb063f-7bd23d5c.jpg] found 13 vehicles (cars=13, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0894s
  [5e0b701e-d443d8c2.jpg] found 10 vehicles (cars=10, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0777s
  [5e26f49d-0bc53c7e.jpg] found 1 vehicles (cars=1, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0707s
  [5e26f49d-9271bf00.jpg] found 8 vehicles (cars=8, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0675s
  [5e625ec3-7b4fc682.jpg] found 10 vehicles (cars=10, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0716s
  [5f9387ff-330136ae.jpg] found 12 vehicles (cars=11, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0748s
  [5fa17a25-88b8e6b9.jpg] found 7 vehicles (cars=7, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0872s
  [5fa422e1-2d8dd765.jpg] found 13 vehicles (cars=12, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0765s
  [5fb2a702-f56a339c.jpg] found 7 vehicles (cars=7, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.069s
  [6011831b-0992e205.jpg] found 9 vehicles (cars=8, trucks=1, buses=0, motorcycles=0, bicycles=0) | time=0.0696s
  [60137cc0-428b8f5b.jpg] found 9 vehicles (cars=9, trucks=0, buses=0, motorcycles=0, bicycles=0) | time=0.0685s
